"Age","Income","Loan.Amount.Request","Current.Loan.Expenses","Credit.Score","Property.Price","Loan.Sanction.Amount"
40,2120.11,31304.66,156.44,790.37,48748.36,23478.5
65,1117.19,108985.2,450.07,739.8854,180194.5,87188.2
47,3036.59,161469.2,768.22,760.69,242891,129175.4
48,1180.81,20734.3,222.89,781.86,30456.95,15550.72
18,964.1,47883.76,219.19,651.22,88748.3,33518.63
65,1869.69,34021.16,192.61,721.98,56797.23,22113.75
62,2123.95,105683.3,375.205,731.73,116457.6,73978.32
18,4865.28,199866.4,765.17,847.25,315877.9,139906.5
29,2476.26,35262.27,302.12,708.18,63194.73,22920.48
48,1591.13,36253.16,189.52,712.23,55549.81,25377.21
32,1861.53,44452.96,286.13,632.45,79200,0
19,2127.66,35100.79,229.06,778.71,51937.15,24570.55
62,4941.74,292857.4,899.93,870.31,548152.5,219643
60,3379.8,125232.2,672.63,752.12,139941.9,87662.58
28,1208.13,82383.74,409.9,725.76,92560.7,57668.62
44,1334.6,59033.81,405.06,674.71,71946.89,38371.98
60,2453.28,227537.3,836.66,831.19,425457.7,170653
18,3355.93,106552.9,375.205,752.81,199628.9,74587.02
57,2344.24,83026.12,401.17,744.82,129564.3,58118.28
37,1217.96,35383.54,193.87,680.22,44979.51,22999.3
35,924.7,66501.3,304.35,743.05,84717.98,46550.91
41,2954.62,174211.7,646.1,730.02,233032.8,121948.2
54,1851.51,18622.39,105.61,638.31,24796.71,0
64,1851.28,148960.4,424.87,739.8854,189643.9,111720.3
35,7174.77,35016.23,171.96,764.38,65052.48,24511.36
52,3628.51,265124.5,653.9,797.17,331123.3,212099.6
20,2878.45,75169.12,806.31,835.4,101392,60135.3
20,2027.7,163783.5,428.98,635.39,254525,0
18,1894.52,27090.41,134.31,713,43067.55,0
61,2372.57,103946.7,1063.6,765.84,175193.1,0
20,2453.28,47762.28,241.07,778.32,67884.93,35821.71
36,1054.78,120284.4,361.12,773.01,207970.2,0
58,1416.29,23179.94,200.05,699.93,27193.03,16225.96
60,917.43,46538.49,165,835.33,83876.42,32576.94
30,1273.08,30401.5,124.41,802.91,50018.53,24321.2
63,2065.5,29462.28,121.72,857.7,38398.53,26516.05
18,6140.21,82866.65,666.86,714.81,147206.8,53863.32
57,3635.78,29790.13,204.85,816.9,49288.67,0
32,3355.93,186353.5,581.22,835.91,328656.4,139765.1
54,2233.56,118231.7,549.84,814.75,184829.1,82762.16
18,4608.75,45398.65,239.15,781.13,73708.28,36318.92
61,1840.48,148595.7,456.79,798.84,266819.9,0
61,2042.48,85107.29,358.54,834.46,161293.9,0
47,2113.53,44185.2,236.28,771.61,53991.09,35348.16
33,2140.46,78238.23,650.6,781.73,122188.8,54766.76
32,2123.95,70017.02,632.4,735.35,125620.4,49011.91
24,2441.07,59446.78,269.26,799.03,106494,41612.75
43,1107.29,109738.6,408.78,701.67,134018.8,0
55,1605.47,76059.06,203.13,596.6,-999,0
58,2384.85,79403.29,432.07,818.75,97751.5,59552.47
54,2749.05,92809.65,489.51,647.46,171811.1,0
23,1221.42,77570.15,396.3,690.25,145733.1,50420.6
42,2101.2,27682.5,160.46,649.81,40654.19,0
45,3434.4,137222.3,625.59,696.46,189419.3,96055.6
28,2772.8,28285.52,139.62,668.37,46283.39,19799.86
51,2599.78,36834.71,203.86,768.13,45033.64,29467.77
18,4034.89,38309.16,186.42,745.65,50093.81,24900.95
47,3994.5,81346.59,518.91,794.67,90495.41,61009.94
65,2158.99,77352.11,439.89,662.3,132034.1,50278.87
21,741.75,17232.92,159.35,811.84,27727.82,0
51,3302.22,100039.5,717.25,784.46,184172.1,80031.62
43,2165.87,16638.54,102.95,693.45,24255.56,11646.98
29,1260.43,183061.7,558.07,732.61,235609.1,118990.1
47,2208.76,28201.83,128.56,735.21,42488.57,19741.28
47,1237.55,59240.62,197.4,794.34,74638.48,47392.5
18,1586.1,65858.07,255.95,647.24,108467.3,0
41,2165.87,78234.79,528.78,739.8854,135467.5,0
51,1827.75,101506.9,242.34,619.66,119732.6,0
65,891.17,20426.28,148.87,832.84,27977.24,15319.71
43,1757.4,26496.18,129.1,802.75,35719.83,0
29,3355.93,24926.81,266.75,758.41,42261.56,19941.45
56,2383.91,47985.27,229.47,695.95,59680.26,31190.43
45,1956.08,21795,155.3,663.14,35419.27,14166.75
33,1640.96,7550.18,77.89,676.96,8396.33,5285.13
23,1370.13,112719.3,392.91,715.49,182969.1,78903.52
26,1391.65,183243.8,747.05,846.41,-999,137432.8
63,1675.18,24179.48,137.69,726.37,31440.27,16925.64
18,2165.87,124026.8,358.14,704,209514.6,86818.72
37,2317.2,29956.1,286.41,755.86,47393.36,23964.88
30,1661.11,44087.8,331.41,614.16,72863.03,0
59,1559.13,22430.58,110.73,725.53,33729.06,15701.41
29,2480.16,34752.78,407.78,621.13,51050.77,0
18,944.77,25547.79,196.98,739.69,44286.7,16606.06
29,2123.95,110261.6,921.02,731.87,169786.5,71670.05
24,3520.05,193891.5,560.06,705.88,264448.4,135724
27,2526.36,266323.3,998.97,739.8854,304622,173110.2
18,1753.68,54625.65,286.62,627.68,71966.5,0
36,1969.14,160713.7,417.33,743.99,268295,0
21,3129.11,162035.9,500.11,733.3,209361.5,0
50,1685.29,65595.89,279.94,805.71,115763.8,0
32,677.91,71170.48,358.21,663.73,127856.7,0
18,2489.77,174139,470.87,649.44,232379.1,0
18,2125.995,90735.73,426.36,832.7,108850,72588.58
26,1545.08,32952.85,216.57,612.54,44206.6,0
63,4243.16,260124.7,743.88,791.81,463707.4,195093.6
62,3252.15,47856.79,212.08,739.8854,89875.77,33499.75
55,3031.17,88193.11,491.5,836.2,110598.1,66144.83
54,4804.52,131030,671.41,838.53,227958,104824
59,3500.62,77184.36,438.46,852.71,110711.9,57888.27
57,2541.3,243406.6,606.89,623.44,404251.8,0
31,2333.4,108935.6,415.29,824.35,201021.3,76254.91
61,4081.06,179077.2,501.3,739.8854,322793.1,116400.2
35,1675.3,81113.55,538.24,854.5,111326.2,64890.84
25,3235.27,49039.23,353.41,655.75,69180.42,34327.46
35,3057.8,47625.67,244.71,818.15,66956.45,33337.97
45,957.37,110148.8,383.14,734.9,151660.8,0
61,4193.49,92932.6,372.86,731.12,163463.7,65052.82
18,3388.8,135476.8,451.45,766.93,194352.9,101607.6
26,1438.37,132395,448.99,739.8854,164010.8,99296.28
48,1896.77,61424.59,551.64,741.79,73120.94,39925.98
44,1757.21,86686.04,519.36,675.96,153609.4,56345.93
48,3355.93,108149.6,447.13,782.6,198485.9,81112.23
30,957.66,25949.43,191.68,846.64,40277.7,20759.54
20,2823.94,72766.13,464.71,602.88,87678.86,0
51,4078.68,86675.22,396.44,736.51,115183,60672.65
47,2440.71,130720.6,688.74,758.26,221040.1,104576.4
43,3724.25,39758.34,296.45,806.26,46988.73,35209.4
30,1657.63,82047.59,358.84,617.37,143329.3,0
58,2165.53,129367.4,431.72,770.65,198360.6,103493.9
64,1625.45,168787,652.45,758.13,287142.2,0
58,4349.75,70591.73,605.44,639.24,132134.6,0
21,1770.45,30992.96,317.96,821.5,58797.85,21695.07
60,3618.38,48145.73,350,797.61,74843.72,36109.3
55,2893.16,60514.67,347.65,610.63,97709.71,0
18,2094.16,111441.2,397.4,719.09,133215.5,0
57,1628.41,168228.9,616.8,773.51,214278.8,126171.7
19,3128.11,68323.77,402.42,822.32,113193.5,54659.02
36,2312.64,173421.8,504.88,765.33,250365.8,130066.4
34,3705.44,110942.1,336.22,754.25,170210.8,88753.69
38,2465.88,78669.22,650.72,691.25,98543.8,55068.45
43,1041.51,35848.01,169.08,718.15,52963.8,23301.21
60,2292.1,19184.54,95.17,732.05,21319.83,13429.18
50,2140.46,122755,721.63,739.8854,154078.6,79790.74
64,1349.49,114494.7,339.94,803.39,194183.8,85871
36,5436.9,295901.3,792.92,800.54,424852,236721
65,1848.87,209706.9,734.85,847.03,313994.5,146794.8
18,1518.75,37612.74,189.95,849.48,53418.94,30090.19
62,2123.95,112788.1,604.17,833.81,127400.3,84591.08
30,2064.93,99951.6,528.75,654.02,181697,64968.54
39,2140.46,277463.8,1059.88,766.92,456687.9,208097.9
24,1120.68,53078.18,327.27,807.26,58798.29,0
19,2569.92,40125.8,334.7,695.67,48442.7,26081.77
18,3397.93,67510.62,271.55,632.44,127979.4,0
43,1335.57,43939.13,304.43,742.58,48430.11,28560.43
26,2165.87,116288.3,491.57,814.63,146296.3,93030.62
41,2305.25,44705.36,301.53,690.98,63706.28,0
36,2176.95,41103.23,207.18,760.09,50926.96,30827.42
25,1508.64,35932.83,197.57,644.99,55673.74,0
56,1235.19,40160.04,199.39,709.6,72000.14,26104.03
45,1163.36,37114.31,173.15,820.13,64952.64,27835.73
36,2269.8,44842.62,329.93,624.43,75508.27,0
52,2766.89,129602.3,403.55,799.78,155296.3,0
51,2491.07,66337.23,357.63,762.8,107564.2,53069.78
42,11308.31,256916,1417.54,865.02,366310.1,205532.8
61,1771.46,65914.21,234,699.53,96906.51,35209.4
61,4835.17,66512.28,633.63,721.62,106582.2,46558.6
29,1829.72,34447.37,269.76,719.14,58765.19,22390.79
50,4203.11,50257.23,563.82,659.44,56477.62,32667.2
23,1973.51,24405.74,212.04,627.21,42559.9,0
20,3468.44,111111.2,530.42,623.48,149956.1,0
32,2125.11,51063.84,183.15,736.14,65709.73,35744.69
41,2806.79,125588.4,567.25,658.81,204226.5,0
38,2087.3,56864,351.68,622.03,65786.39,0
49,1731.93,36367.13,263.73,643.82,59330.55,0
30,2165.87,35307.29,349.78,660.59,45677.04,24715.1
31,2404.06,69249.06,538.99,776.6,96432.9,51936.8
52,2165.87,123119.6,706.32,614.59,154384,0
53,4221.9,128580.7,699.46,739.8854,207535.3,0
55,681.75,7060.46,80.26,741.92,11926.87,4589.3
61,2013.31,49638.84,233.95,726.39,59030.26,34747.19
65,1559.21,82188.94,387.76,714.11,138289.4,57532.26
24,1624.33,88348.04,317.14,779.32,117338.5,0
33,3275.16,31359.26,210.88,816.28,58830.74,0
62,1095.96,33713.35,276.4,873.13,56920.47,23599.34
64,2733.68,53958.53,258.87,748.68,99900.71,35073.04
32,1753.24,59279.78,396.97,739.8854,107678.5,41495.85
50,931.88,28193.68,269.76,816.72,32927.89,22554.94
21,1768.97,71335.51,362.33,700.5,91869.88,49934.86
32,3355.93,147111.6,1036.06,832.78,198674,110333.7
38,2234.3,67897.04,344.72,736.39,84242.29,0
38,2202.2,98634.04,307.82,631.67,186435.3,0
18,3355.93,25915.13,122.93,739.8854,35844.92,16844.83
18,2745.48,68703.96,330.53,735.56,79044.53,48092.77
59,2165.87,22175.65,156.93,687.72,32719.79,14414.17
50,4234.93,161906.9,605.74,648.22,270820.3,0
30,2123.95,48202.83,282.89,678.68,90801.08,33741.98
36,3144.76,112903.2,559.52,730.99,177671.5,79032.25
47,1412.2,38362.13,191.49,718.97,66693.37,24935.38
28,1030.2,101443.2,314.11,675.38,171081.3,71010.23
24,2165.87,116698.1,422.53,661.77,141602,81688.65
60,1851.88,120335.6,337.89,619.39,142776.6,0
32,2377.4,71197.03,463.76,795.34,128836.4,53397.77
18,2123.95,66532.84,327.33,830.03,94977.63,49899.63
62,2123.95,27107.72,168.64,869.76,38244.55,21686.18
48,1851.31,43013.26,348.62,661.16,64617.03,27958.62
32,3044.27,77314.43,447.29,661.31,139342.9,50254.38
51,4190.4,65162.28,743.32,631.17,86951.78,0
38,1041.94,34976.57,218.91,826.27,56709.65,27981.26
19,1322.89,64750.37,322.09,790.2,95074.82,48562.78
44,1983.12,52390.36,202.02,844.69,70917.25,39292.77
55,755.58,104025.6,693.99,747.47,125616.7,0
18,4364.7,79133.56,471.92,867.34,124188.6,63306.85
54,2693.64,74029.58,460.91,671.66,121498.1,51820.71
45,1974.06,33198.73,301.76,635.9,51875.43,0
18,3414.47,109598,655.55,811.06,143841.8,87678.37
63,2526.36,118030.1,324.75,777.59,220375.6,94424.1
25,2526.36,67461.79,474.5,707.58,127917.7,43850.16
18,1471.03,48450.41,235.45,753.98,79423.96,38760.33
42,1720.01,31639.92,370.85,739.8854,41851.02,25311.94
47,1329.35,36463.97,184.77,671.37,52964.91,23701.58
18,1947.86,122167.2,373.74,756.27,136919.5,85517.01
63,1106.61,34920.23,194.83,805.92,58938.59,27936.18
55,2453.15,35697.39,270.35,713.43,46058.65,0
64,2001.96,42520.32,192.04,744,68389.1,27638.21
53,3537.15,26468.1,133.26,641.4,29296.47,0
36,1934.36,137361.1,407.34,873.7,162264.6,109888.9
18,1453.94,33740.3,147.16,752.83,49159.82,0
18,1642.01,44544.92,375.205,712.13,69489.91,31181.44
59,2066.52,61751.99,462.2,649.17,106778.8,0
46,1815.93,93962.5,296.35,716.47,140348.5,65773.75
43,1973.51,79176.82,685.09,791.65,89655.02,63341.46
18,5095.56,186161.9,557.4,693.93,304765.9,121005.2
50,3770.29,179495.7,673.95,829.22,242817.6,125647
48,2123.95,62608.91,263.8,827.12,73716.67,46956.68
32,1384.43,39387.61,198.79,806.76,69415.49,29540.71
32,2165.87,19245.13,234.14,661.49,32924.65,12509.33
35,1571.67,65993.37,403.01,788.54,83081.6,46195.36
18,2522.39,122017.6,630.13,739.8854,147706.6,85412.33
49,2727.69,128714.3,429.66,781.61,173218,102971.4
54,4859.96,241031,647.87,773.06,382515,192824.8
57,1638.55,25150.82,132.5,760.44,29908.44,20120.66
45,2123.95,27596.22,156.71,739.8854,50524,22076.98
27,1770.59,70744.4,379.11,775.14,81984.05,56595.52
28,4354.56,41415.44,197.48,739.76,70137.28,28990.81
60,2136.13,53413.5,253.84,647.53,74559.36,0
42,7109.69,117034.2,570.64,619.88,182335.2,0
59,3265.61,117039,400.08,670.64,205330.6,81927.33
19,1138.8,155552.5,536.94,672.86,294338.9,101109.1
65,1613.16,32007.56,153.37,805.09,41189.29,25606.05
48,1993.3,147066.1,476.74,789.31,174745,102946.2
60,1370.05,152665.9,397.26,805.33,270539.4,106866.2
59,3334.09,103890.5,405.56,706.43,182774.1,72723.35
18,2140.46,108091.6,564.96,739.8854,126089.7,70259.55
23,1912.57,63719.18,368.47,796.01,104834.8,44603.43
26,2123.95,77030.78,395.13,823.66,98338.74,61624.62
46,3346.12,38553.86,182.42,782.16,54922.66,35209.4
23,2927.34,198536.3,1058.69,802.67,325438.5,158829
18,1557.9,36954.97,358.67,819.36,51652.52,0
18,2204.13,89638.72,469.42,692.91,100621.4,58265.17
50,1516.53,61869.53,334.93,764.38,88241.68,0
61,1826.33,69828.92,568.91,759.98,94664.62,48880.24
28,10300.31,74449.41,373.61,808.57,132046.4,59559.53
18,2404.06,100654.6,477.35,739.8854,-999,70458.25
40,2268.23,124124.1,362.58,793.83,206165.4,99299.26
20,5159.48,382170.6,971.91,811.45,635482.9,286628
50,1416.73,32716.83,166.17,775.48,53019.51,0
18,2783.9,70427.22,645.6,641.96,108914.6,0
22,2733.08,65524.45,287.71,855.51,116399.9,65524.45
22,3458.95,194301.2,678.61,683.67,319865.7,0
18,1065.22,34478.39,263.01,644.11,58424.74,0
36,2165.87,53193.56,303.2,775.26,98542.25,42554.85
27,1642.6,35395.94,160.36,719.04,49331.01,24777.16
35,3355.93,189944.7,639.65,844.05,245306,35209.4
41,1975.02,32962.35,171.2,743.95,54375.55,21425.53
34,1257.54,75888.38,242.98,667.86,141987.7,49327.45
18,1021.19,24577.33,129.2,738.89,43653.18,15975.26
65,2633.23,173230.9,500.46,845.06,245755.8,138584.7
60,1996.95,42289.5,297.53,773.6,51650.7,33831.6
61,2275.13,134714.4,448.47,739.8854,197043.8,0
22,1925.33,26536.94,131.21,781.76,40854.59,0
36,2117.54,39662.28,302.55,739.8854,74467.82,25780.48
33,1481.15,52439.7,230.19,808.96,60820.62,36707.79
29,2277.36,53097.64,458.4,764.61,68010.66,0
18,5857.38,128815.4,1413.87,835.96,208934.1,90170.75
32,4758.25,128984.1,546.33,836.54,237429.6,0
58,1181.84,19393.71,189.91,700.64,23750.88,12605.91
64,970.74,48960.1,246.3,797.08,81490.16,39168.08
26,2069.68,28128.56,125.34,774.81,48362.64,22502.85
63,2404.06,156216.3,494.23,835.34,207160.8,109351.4
49,1677.41,67735.43,314.24,715.93,103425.3,44028.03
28,2123.95,28356,133.43,782.33,32447.34,21267
51,2561.79,67007.52,663.49,880.04,120086.9,67007.52
29,2390.1,86552.52,278.64,781.56,114428.4,0
55,3067.67,33897.74,160.77,757.6,63772.46,23728.42
34,2565.91,83277.63,378.32,803.33,138197.4,58294.34
35,2440.27,117573.6,425.25,736.09,196547.3,35209.4
35,5806.24,187822.6,724.81,795.99,309289.2,140867
47,1869.29,28311.78,126.61,618.03,33275.8,0
53,7173.89,187515.4,714.71,873.27,219252.6,140636.5
18,3791.11,138414,594.4,713.89,242137.1,96889.8
44,5757.37,120622.6,539.74,780.38,216113.7,84435.86
50,1681,63824.28,238.61,733.63,92749.44,44677
48,5935.6,118102.9,699.97,774.97,217652.3,82672.02
33,2013.54,99001.1,281.51,705.36,162086.8,0
24,1797.53,32249.91,343.18,865.97,41146.07,-999
48,1936.76,71562.45,531.96,615.38,80134.25,0
61,1099.74,33749.44,306.43,843.41,52762.69,25312.08
62,2478.45,62215.05,457.43,612.24,75282.66,0
35,1235.94,41505.42,196.69,648.71,67994.61,0
18,1370.75,30881.77,278.05,678.31,34521.99,21617.24
23,1249.59,114347.9,343.63,739.8854,204859.6,74326.13
45,2844.3,85334.68,445.51,780.52,112829.3,68267.74
55,4012.98,86486.85,641.12,747.07,151433.9,60540.8
45,1508.5,35341.97,277.1,626.35,63609.48,0
18,3439.71,175940.2,600.34,742.21,252302.6,123158.1
62,2027.69,20569.17,91.9,700.82,23720.89,14398.42
46,2404.06,30823.71,325.7,791.21,53488.26,24658.97
47,2404.06,45362.96,289.52,714.18,65175.24,29485.92
42,2123.95,148270.4,759.35,832.26,237993.5,103789.3
42,4411.08,50872.69,517.23,867.25,73310.7,38154.52
31,1973.51,117256.3,574.7,673.07,213178,82079.42
18,2123.95,28949.61,314.07,593.05,36814.73,0
33,4091.4,26760.75,132.42,641.27,34633.4,0
65,2123.95,73265.84,478.39,835.64,139002.5,58612.67
46,2165.87,91461.29,272.97,726.55,159624.7,59449.84
56,2079.07,43029.98,385.73,714.01,68822.85,0
24,7017.16,275954.7,965.27,849.7,449490.4,206966
57,1658.32,45158.36,438.27,756.58,59535.46,36126.69
50,2123.95,100792.5,451.02,633.28,127903,0
59,1910.18,64483.4,390.3,638.11,92355.07,0
58,2039.55,137236.2,412.58,798.24,220073.5,0
44,3682.53,110846.9,1091.93,704.79,185494,77592.81
18,1324.32,50937.4,175.25,660.31,75153.49,0
58,1144.93,36894.01,334.36,859.95,52876.3,29515.21
45,5140.68,222778.8,594.86,742.68,382960.3,144806.2
18,2231.88,49277.96,238.82,750.25,72310.35,36958.47
25,1758.11,157007.6,491.88,750.23,270819.6,117755.7
18,4411.4,204944.2,849.67,737.36,276716.2,0
25,5660.68,272965.7,931.86,857.08,412563.6,232020.8
65,2116.54,27538.02,157.16,789.81,31305.88,0
44,1214.98,76739.49,349.98,662.92,145305.2,0
60,3812.43,260869.7,806.89,695.69,455193.3,169565.3
35,1323.78,26436.93,137.27,645.33,46473.91,0
42,1525.53,39428.08,323.37,846.13,48004.26,31542.46
28,4242.16,61538.57,511.16,600.61,108923.6,0
54,1550.49,64872.47,393.81,715.38,72730.45,35209.4
42,1841.58,27800.56,228.73,717.07,44470.16,19460.39
18,2140.46,27389,171.15,851.13,48324.92,19172.3
33,2165.87,86907.59,456.94,776.82,112719.8,69526.07
53,1522.66,26051.88,140.11,628.07,30671.53,0
21,2165.87,79415.41,338.46,806.17,144222.2,63532.33
26,2013.11,104721.7,581.78,653.16,169870.4,73305.17
38,2404.06,100309.9,397.96,843.61,164321.5,80247.92
21,972.36,31655.44,153.79,636.02,48360.59,0
45,1973.51,84865.9,435.84,838.58,102183.3,63649.42
53,2659.14,38575.28,277.83,781.11,57980.66,0
44,2057.01,126968.8,641.49,794.94,171103.4,0
39,3339.9,39476.86,281.1,673.72,59155.14,25659.96
64,2123.95,32816.95,342.38,739.8854,61009.61,26253.56
18,2490.14,36404.15,303.59,641.67,63569.85,0
52,5664.56,81656.81,225.64,669.62,102412.5,0
47,2123.95,174890.2,613.23,673.37,223934.6,122423.2
38,3099.37,47921.03,364.12,739.8854,82236.92,31148.67
26,1192.03,52958.05,342.12,811.77,63549.54,39718.54
44,2274.33,141222.2,467.49,756.76,167987.9,0
49,2165.87,99357.98,368.98,727.85,181945.7,64582.69
40,2123.95,19191.31,92.94,650.01,28987.43,13433.92
60,1929.34,58408.54,304.91,739.8854,82248.06,46726.83
18,3530.34,75062.51,350.56,830.73,140138.8,56296.88
60,1154.73,106179.4,405.04,806.55,192713,74325.6
24,3881.56,26756.54,141.18,791.81,45471.99,18729.58
48,2432.71,186427.6,1075.22,802.35,306576.9,149142.1
52,2123.95,56065.11,298.53,739.8854,63678.5,39245.58
21,6497.23,85371.24,531.51,843.1,139402.1,59759.87
52,1668.84,49485.75,284.97,694.77,93808.04,34640.02
64,2451.97,68011.61,377.8,675.21,77242.59,44207.55
18,2445.61,149482.5,576.14,705.56,183970.8,104637.7
24,1947.86,125490.2,362.99,767.01,199597.6,87843.15
61,1263.31,62087.25,422.3,848.31,114520.9,43461.08
18,1753.8,39229.05,191.09,739.85,66347.44,27460.34
65,3279.88,64930.65,608.59,868.7,87687.5,51944.52
18,3006.9,73543.28,540.26,612.75,130704.9,0
65,2794.39,76862.56,288.87,820.38,140805.6,0
48,1137.97,54876.37,276.12,749.82,97283.66,38413.46
64,2778.51,35039.16,375.2,742.92,41084.75,22775.45
28,2123.95,115497.9,345.83,726.63,192925.8,80848.56
59,2473.4,92992.97,455.68,676.03,117346.1,65095.08
50,2993.9,152224,468.1,626.96,174181.5,0
62,1567.21,115232.9,464.31,731.57,181002.8,74901.39
37,2689.7,44901.31,217.67,728.6,59612.14,0
37,2258.47,95671.38,390.66,747.84,175680.6,66969.97
65,2123.95,157345.5,653.12,798.02,274040.2,118009.2
18,2453.28,135266,412.84,786.66,166579.5,101449.5
38,1291.05,33847.45,184.02,607.6,40739.66,0
28,1636.25,48336.7,221.75,720.36,61977.59,31418.86
34,1947.86,187513.4,495.89,739.8854,303444.2,121883.7
34,4043.88,92211.65,451.21,835.79,165665.9,64548.15
32,2400.16,79843.86,324.31,815.59,147607.9,55890.7
46,3689.55,87860.23,448.81,666.83,139244.9,0
31,4601.86,83258.79,439.31,754.86,140187.1,62444.09
49,3135.59,56117.23,313.94,647.41,70481.37,0
40,1973.51,23226.22,233.07,739.8854,29421.33,16258.35
48,3066.12,41915.62,306.13,765.75,48403.38,33532.5
45,1983.97,120424.2,417.08,628.01,157100.7,0
18,2683.19,82663.06,419.66,754.41,153399.5,57864.14
31,2165.87,32900.4,398.84,695.29,48937.68,23030.28
60,2190.05,46831.18,275.52,841.47,70012.6,35123.38
43,10518.81,235310.2,939.93,846.03,271914.9,164717.2
39,3178.19,38763,309.77,636.69,43068.73,0
35,1036.87,33802.29,352.53,726.09,60902.38,21971.49
62,2515.04,33970.7,314.05,739.8854,54200.47,27176.56
18,3190.03,50049.61,422.16,729.48,80055.21,35034.73
22,1342.71,83656.13,289.55,656.58,101135.6,58559.29
36,2996.74,101895.7,322.5,749.13,115175.9,71326.96
18,2165.87,158974.8,439.51,805.13,196029.4,119231.1
35,6224.33,365833.3,972.73,816.36,683713.8,292666.6
32,3583.95,199022,515.84,736.36,261262.5,139315.4
43,1521.68,37198.22,184.46,835.44,55068.46,26038.75
65,1832.19,30112.48,243.4,840.37,35388.21,21078.74
18,1844.93,89716.2,252.96,810.7,121665.2,71772.96
54,5902.13,88802.84,558.73,840.65,168378.8,0
65,1217.08,43670.75,164.75,808.2,64454.76,0
58,1851.53,35764.48,282.85,637.69,50206.86,0
18,4132.94,41650.56,167,824.36,61651.83,31237.92
64,2996.58,76925.63,470.25,861.06,108175,65386.79
26,2381.78,66091.18,308.28,739.8854,98399.49,49568.38
36,2631.92,23665.49,247.63,841.29,30441.16,18932.39
45,1257,42770.97,184.91,780.91,59350.22,0
42,4076.31,88028.48,486.4,739.8854,100040.1,0
38,4367.93,189921.3,523.87,833.93,356673,0
43,2834.2,55053.42,410.9,740.7,98710.63,35784.72
37,3414.87,166808.4,494.19,799.37,191567.1,0
18,1736.67,38361.36,205.23,683.45,48840.8,24934.88
37,5122.8,149328,997.35,615.39,261953,0
29,1959.57,78673.59,489.82,738.87,127634.8,51137.83
62,2748.65,146084.2,617.74,813.2,248124.9,116867.4
48,2415.4,35588.98,385.89,830.77,52353.44,24912.29
65,1381.36,31241.91,320.7,871.58,56020.91,24993.53
64,1351.54,14737.59,173.39,644.69,21609.98,0
51,1573.38,24612.92,136.4,676.72,38535.21,0
41,2123.95,70071.17,375.205,593,92037.19,0
52,1947.86,125001.2,486.27,814.32,192437.9,-999
51,4209.71,79690.47,420.74,810.34,128814.6,63752.38
26,1730.73,10357.04,97.85,742.68,18919.38,7249.93
55,3638.81,164713.7,607.96,823.52,275510,131771
43,1661.11,92828.02,508.4,785.35,138421.7,74262.42
65,2608.52,119763.5,384.76,697.16,155088.4,83834.45
37,3355.93,54879.37,360.16,815.69,94702.8,41159.53
34,3177.1,22327.43,163.11,706.2,41977.45,14512.83
32,1484.75,140475.9,443.42,630.13,158379.8,0
45,3477.21,200572,525.81,823.26,367148.9,150429
34,2633.88,79938.66,434.92,749.16,115294.5,51960.13
65,1557.45,107797.9,435.84,723.08,185017,0
46,2123.95,51950.39,222.25,698.52,89350.65,36365.27
38,2811.98,66786.44,758.64,658.85,76472.16,43411.19
18,2586.91,35527.19,389.66,788.33,51514.61,26645.39
54,2771.33,67770.3,382.86,631.86,127683.8,0
46,2404.06,135531.3,473.42,773.68,184381,-999
61,1864.56,207135.1,742.26,766.55,313975.7,165708
44,1332.48,43288.55,254.76,709.52,79733.97,30301.98
34,3653.35,336983.8,893.4,698.66,538649.3,0
34,3222.44,73574.66,389.17,632.1,103099.8,0
62,1982.88,83475.52,435.27,653.03,117924.1,58432.86
38,1973.51,51512.24,256.19,660.77,84187.14,36058.57
31,2404.06,67776.99,546.85,823.53,91255.96,47443.89
35,2165.87,61379.51,306.63,736.05,72408,39896.68
59,2123.95,161529.5,507.52,674.23,187077,104994.2
48,1520.15,145683.5,378.1,753.81,180595.3,0
23,2455.63,25255.96,131.71,658.02,47367.68,16416.37
62,2999.56,126109.6,706.69,822.76,198012.5,88276.73
26,3974.47,131836.8,698.16,750,203933.9,-999
42,1555.81,24798.23,147.97,752.11,35222.83,17358.76
38,1869.3,105516.6,301.66,790.96,148461.5,79137.45
62,1919.51,139384.4,727.65,845.27,159314.2,0
57,2106.32,50385.3,233.31,615.42,86713.56,0
18,1567.02,74137.99,464.04,682.39,119014.7,51896.59
18,1908.23,163115.6,421.65,658.13,274779.8,114180.9
61,937.91,61674.32,214.84,666.63,80439.85,0
53,1973.51,24107.29,375.205,627.73,34140.59,35209.4
56,3529.37,96670.27,482.05,781.78,122531.4,0
45,2526.36,49373.31,373.15,662.97,80544.73,34561.32
29,2123.95,125209.5,555.3,734.12,227277.6,81386.18
60,1259.23,140571.7,488.88,683.88,199969.5,91371.62
25,1949.4,82165.81,350.93,629.17,129290.2,0
29,4030.04,42862.1,156.03,785.68,57219.59,0
63,2140.46,26887.71,344.13,739.8854,49668.69,18821.4
34,1511.52,192407.2,586.11,780.41,297530.8,134685
62,1412.34,31598.85,155.61,690.11,42246.34,20539.25
42,1307.69,46423.79,241.49,608.71,52633.96,0
40,5500.65,166316.6,704.81,657.2,290493.4,108105.8
63,3526.8,115783.4,554.42,828.7,172454,0
63,2413.03,78190.34,297.52,769.54,93356.62,54733.24
22,4811.92,46429.03,360.55,615.33,64572.23,0
